WholeText,Target_Name
"For the 2021 intake. 24 outstanding SPM leavers have been selected from over 1,500 applicants to receive the PNB Global Scholarship Award. These bright young talents will initially undertake a two-year A-Level programme at Kolej Yayasan UEM prior to pursuing their undergraduate degrees in disciplines related to PNB’s business portfolio such as accounting, finance, law, mathematics, actuarial science, computer science and engineering. 

The cheerful occasion, despite being a virtual event was joined by the proud parents and guardians of the recipients. We at #TeamPNB applaud them for their determination and drive and wish them all the best! 

Watch highlights from the Presentation of Offer Letter for PNB Global Scholarship Award ceremony yesterday in this video.",Product/Service Launch
"Amplifying Achievement!! 
On behalf of team Amsive, we congratulate Aurora, Tom and Ron, and thank you for setting an exceptional standard of excellence. The Amsive peer-nominated Bravo Award honors associates who make an outstanding impact on their team, clients and our organization while showcasing their commitment to our core values. 

Aurora Estrada started with the company in 2015 and was recently promoted to Director of Digital Media. She is constantly pushing herself and motivating her team to learn, grow and have fun along the way. She makes everyone smile while undertaking challenging work and makes it all look easy.",LinkedIn impressions/activity
"At the age of 23 she founded Tinder but after 2 years she was forced to leave the company because she was a victim of sexual harassment. At 25 she rises and founds Bumble, a company valued at 14 billion.
Whitney Wolfe Herd was born in 1989
⁣⁣⁣At 22, she met Sean Rad and started working with him and 3 other guys on Tinder.
⁣⁣⁣It is Whitney who chose the name Tinder, which means ""dry, flammable material"". The name refers to the burst of a spark.
Tinder soon becomes a global hit.
Meanwhile, Whitney is dating Justin Mateen, one of the Co-Founders.
When they break up, he begins to threaten her, control her, insult her: Whitney is forced to leave.
In 2014 she sued the company for sexual harassment and began receiving death and rape threats on social media that caused her severe panic attacks, blocking her in the house.
Her reaction: sketching out a new business idea.
At the age of 25 she founded Bumble, a dating app where women make the first move.
In 2019 Bumble is the second most popular dating app in the USA
A few weeks ago Bumble listed on the stock exchange: its valuation reached 14 billion.
Today Whitney is known as the youngest self-made woman in history to become a billionaire.
[Originally posted by Federica Segato]",LinkedIn impressions/activity
"3 Alternative Ways to Measure Content Performance for Modern SEO Programs + Multi-Touch Customer Journeys Social media engagement and followers: Similar to your email list, your social media followers have opted in to receive your content. If your social media content is receiving likes, shares, or comments, or if you’re gaining followers, be confident and continue creating. Your content is working.",LinkedIn impressions/activity
"Wow! We're excited to share that our SEO team won the ""Best Use of Search - Health"" award last night. Congrats to all of the finalists and winners at the 2021 US Search Awards hosted by Don't Panic Events.",Awards/Recognition/Achievement
"We’re overjoyed to have been named a finalist for #TheDrumAwards for Digital Industries ‘Agency of the Year!’ We couldn’t be more proud of our team at New Engen and our amazing clients who made this possible. We look forward to October 14 when the winners are announced — it’s an impressive list, so fingers-crossed. Thank you for recognizing our hard work and for the nomination, The Drum!",Awards/Recognition/Achievement
"Together we raised $515,432 for the American Family Children’s Hospital.

We cannot thank everyone who became a champion this week & our wonderful sponsors enough! We came together as a community, for the UW Health Kids to help save lives and we couldn’t be prouder of you Madtown!",Donation/Philanthropy
"Need help navigating health insurance, taxes, and retirement savings as a freelancer? We're thrilled to announce a new partnership with Catch—they’ll get you set up with affordable benefits coverage for 2022 in less than 10 minutes. Learn more & get started today",Merger/Acquisition/Partnership
"Thinking about testing podcast ads? Our offline team led a comprehensive podcast advertising boot camp at Podcast Movement last year, and we recently turned it into a series of articles we’ll be publishing in the coming weeks. 

The first installment is live and digs into the questions you should be asking before you start planning your first campaign. From channel prerequisites and budget requirements to team structure and sample timelines, these are the key business considerations to keep in mind: https://lnkd.in/et99X8yA",Product/Service Launch
"I'll be on a podcast this Thursday discussing paid ads & growth marketing. Check it out & register below! We will discuss how to find new donors, common questions about getting into paid ads, KPIs to track when employing a paid ad strategy, misconceptions about paid ads, how to optimize your site for visitors, analytics to consider, and much more!",Interview/Podcast
"In conjunction with Pink October and as part of our MRCB Wellness programme, MRCB is delighted to have teamed up with Naluri - Employee Health & Wellness, our ""Employee Health & Wellness"" partner to help spread awareness on the topic of breast cancer.

Earlier today, Dr. Azura Rozila Ahmad, a medical oncologist at Beacon Hospital Kuala Lumpur, enlightened us all with a better understanding of the disease, debunked certain myths and shared early detection and prevention tips. Did you know that breast cancer can be successfully treated if detected at an early stage?

Breast cancer is the most common cancer in women, with more than 1.3 million new cases diagnosed each year worldwide. In Malaysia, one in 20 women is at risk of breast cancer.",Merger/Acquisition/Partnership
"We are proud to announce that TIME is the first in Malaysia to be MEF 3.0 LSO Sonata-certified! MEF’s LSO Sonata provides standards for interoperability amongst service providers, enabling service and process automation across providers and networks. With this certification, TIME is ready to connect with other providers globally who meet MEF’s LSO Sonata standards.",Awards/Recognition/Achievement
"Yayasan HABIB, a foundation set up by HABIB under its CSR initiative, strongly believes in making a difference by providing a platform for everyone to start lending a helping hand with its objectives to promote art, education and charity within the community. 

ShareRity, a combination of the words ‘Share’ and ‘Charity’ or ‘Share for Charity’ is a shop set up by Yayasan HABIB to encourage the community to donate goods as well as shop for a cause. Sharity is located in a shoplot in Ampang that accepts new and pre-loved items from donors and resells them at fair prices. This is also a great way to kickstart and encourage a more sustainable lifestyle. Profits from the sale will be channeled to Yayasan HABIB for the purpose of administering funds to charity organisations, and to foster, develop and improve education and art for vulnerable families and children.",New Expansion
"Malakoff Corp Bhd has appointed Solarvest Holdings Bhd as its solar photovoltaic (PV) systems contractor to accelerate its solar power purchase deals with several logistic players in the country.
In a statement today, Malakoff said the partnership also aims to assist businesses in Malaysia achieve its environmental goals through solar PV solutions.
“This tie-up will power up the logistic facilities of renowned industry players, namely Pos Malaysia Bhd, Northport (Malaysia) Bhd and Johor Port Bhd, with advanced solar PV systems, transforming the respective rooftops into solar powerhouses.
“The solar facilities installed will be under a Solar Power Purchase Agreement (SPPA) ranging between 20 and 25 years. Upon completion, the total generation from these three (3) facilities are expected to produce approximately 11,609.90 MWh of clean electricity per annum. These will collectively neutralise about 8,057 tonnes of carbon emissions per year for the logistics industry,” Malakoff said.
Under the partnership, Solarvest will be undertaking the engineering, procurement, construction and commissioning (EPCC) works, while Malakoff finances and owns the rooftop solar assets throughout the duration of the SPPAs.
Malakoff managing director cum chief executive officer Anwar Syahrin Abdul Ajib said it is vital for the group as the largest Independent Power Producer (IPP) in the country to enable access to sustainable energy for local industry providers and pave the way for businesses to reform its electricity consumption.
“We believe strongly that the investment in renewable energy is not only good for the environment but also makes good economic sense, especially for the logistics industry that operates 24/7.
“The fixed electricity tariff through SPPA will protect businesses from any potential price hikes and result in cost savings. This allows business owners to allocate more financial resources to fuel its future expansion,” he said.
Solarvest Group CEO Davis Chong Chun Shiong said the utilities industry in the country is in the midst of a rapid change, and that having an established independent power producer such as Malakoff investing in solar projects, further signifies the massive growth potential of the domestic renewable energy industry.
“There has been significant growth in demand for clean energy from the private sector, especially those that require high-level energy usage. This is evidenced in the rapid uptake for the quota allocated through the recent Net Energy Metering (NEM) programmes by commercial and industrial consumers.
“We aim to replicate such joint efforts with reputable renewable energy players such as Malakoff, in our endeavour to unlock more green energy to the nation,” Chong added.
Malakoff shares slid one sen or 1.23% to settle at 80 sen today, giving it a market capitalisation of RM4.03 billion.",Merger/Acquisition/Partnership
"Tealive has opened its 600th store in Malaysia and plans to have 400 more new stores within the next three years. According to Tealive, the confidence comes from its “strong brand loyalty and continued focus on customer convenience and digital strategy”.
For store 600, based in Gelang Patah in Johor, the brand has now opened up a host of promotions. Founder and CEO Bryan Loo added that the brand is looking to open up at least 130 to 150 outlets a year, mainly in Johor, East Coast and Sabah, and Sarawak. Tealive now has 10 drive-through outlets and over 100 drive-in shops where customers can order ahead and park at dedicated bays for the drinks to be served to them in their cars.
“When the pandemic hit, we transformed ourselves quickly to launch our own bubble tea online e-commerce platform,” he said, adding that the brand was one of the earliest to launch a DIY bubble tea kit. This later won the brand the Gold for MARKETING-INTERACTIVE’s Asia eCommerce Awards and silver for the Marketing Excellence Awards. Loo added that the brand plans to focus on digitalising the business and prioritising customer convenience including various cashless and contactless ordering channels – scan to order, order ahead and drive-in model across the store network.
To date, it has formed numerous partnerships such as its collaboration with Affin Bank for the first bubble tea shop in a bank branch and it has also worked with Petronas Dagangan to set up Tealive stores inside Petronas Kedai Mesra shops since 2019.
At the store level, convenience also extended to the current Tealive 3.0 format featuring a dedicated bakery corner, Tealive Eats, and self-order standees at the entrance where customers could order and pay online before going in to pick up their orders.
In January, Tealive collaborated with Touch-n-Go to provide an “app-in-app” platform integrated with the e-wallet. It quickly became the top drinks brand transacted on Touch-n-Go e-wallet with over 200,000 transactions completed.
Innovation, Loo said, was also through brand extension into the FMCG segment as Tealive has shown its capabilities in extending beyond drinks. So far, it has collaborated with Walls to offer Boba Ice Cream and with Mamee Double Decker to bring the world’s first boba instant noodle.
“We have just embarked on an exclusive collaboration with Minor Figures, UK’s biggest oat milk brand, to elevate our brand proposition and become not just trendy but closer to global drink trends. We’re not only infusing oat milk into our drinks but also offering this wholesome alternative milk to customers who’re vegan or lactose intolerant,” he said.",New Expansion
"Simple appreciation post to a cross-team lead, Kuan Yi Chien whom I have been working with for many months on few key initiatives (she, by the way, is not in the LinkedIn network, nonetheless, this virtual thank you post is my way of recognizing her positive energy *wink*). 

As we received an unexpected and surprisingly good feedback from a leader, it is timely to share my acknowledgment to Kuan for continuously bringing out the best dynamics to the team. A virtual shout-out for your relentless optimism! 

What makes our journey challenging yet conjures out passion and positive emotions from us ? Look at some factors that supported the pillars of our initiatives.",LinkedIn impressions/activity
"Bader Rutter is proud to be part of this year’s USFRA — US Farmers & Ranchers in Action’s #HonortheHarvest Forum: an event connecting farmers and ranchers with agricultural value chain members to discuss and plan climate-smart agriculture. Our own David Jordan, chief growth officer, will join leaders from companies like Corteva Agriscience, McDonald's and PepsiCo for engaging discussions on the future of food, agriculture and our world.",Event/Seminar
"Since Sunday is #WorldMentalHealthDay, we’re proud to support the Veterinary Hope Foundation in their mission to bring hope to struggling veterinarians. Learn more about the veterinarian mental health crisis in this feature in Today’s Veterinary Business:",Merger/Acquisition/Partnership
"After an amazing year at Scorpion I’m headed off to my next adventure.
I’ll certainly miss my team(s), and the clients I grew to love. Special shoutout to Holly Holder and the SEO Standards team.
What’s next? Im proud to announce that I’ve accepted a role as the SEO Director for agency growth at On The Map, Inc.
Im looking forward to digging in with Kristaps Brencans and the rest of the crew! (And shoutout to Nick Eubanks for putting the pieces together.)",LinkedIn impressions/activity
"Northwoods is proud to have been named a Best Place to Work by the Milwaukee Business Journal for the 3rd consecutive year! And, we're hiring! Check out our available career options and join our exceptional team in creating peace of (digital) mind for our clients: https://lnkd.in/eBDKWqdJ.",Awards/Recognition/Achievement
"A crisis does not make heroes, but it does reveal them among us. This sentiment is the foundation of the My Frontline Hero Project - an initiative spearheaded by Northwoods and Milwaukee Irish Fest to help the world honor and recognize ordinary people who were giving of themselves during the COVID-19 crisis. Their stories serve as a resource and inspiration for others.
To further recognize frontline heroes, Northwoods and Milwaukee Irish Fest are holding a celebratory event commemorating frontline workers during a recognition ceremony on Irish Fest’s Miller Lite Stage on August 21, 2021. Frontline and essential workers will also receive free admission to Irish Fest on the 21st from 2-3:30 p.m. to show appreciation for their service to their communities during the crisis.",Merger/Acquisition/Partnership
"Toronto School of Art (TSA), a beloved 44-year-old art institution, closed briefly in 2012 before reopening under new ownership and in a new location, albeit with low awareness of its identity and program offerings. To put TSA on Torontonians’ radar and drive action, we needed to literally show people the vibrant creative passion that existed within the school’s walls — and within themselves. We first rejuvenated TSA’s dated brand identity by creating a new look and feel that incorporated art from the school itself. Our process included working with key stakeholders from a variety of disciplines — school staff, faculty, students, community influencers and investors — to ensure relevance. With the brand in place (supported by comprehensive brand guidelines), we developed a creative framework to be incorporated into the TSA website and social channels, and produced video assets and an integrated launch campaign to build awareness, followed by paid-media campaigns, experiential advertising and a social event to fuel the momentum and tell the story of why the school matters within our community.

",Merger/Acquisition/Partnership
"When the Richard Ivey School of Business approached us to do a creative refresh of their existing HBA (Honors Business Administration) brochure, we went beyond the ask. To offer media-savvy students an immersive experience they couldn’t find anywhere else, we embedded QR codes within the brochure images that brought the pages to life. Our revamped interactive brochure meshed multimedia with traditional copy to engage parents and prospective students and deliver the same message to both: that Ivey HBA was the ideal program for them.",Merger/Acquisition/Partnership
"I am excited to share a thing! I'll be speaking on a panel about Managing a Team as a Person Who Stutters with George Daquila (Google) and Christopher Monello (Scientific American Magazine). 

We'll talk about advancing in your career as a PWS, disclosing or not disclosing, and other topics. 

You can register to attend:",Event/Seminar
"Incredibly proud of our team for being named among the best creative agencies in the Capital Region! Like every independent business, we’ve had our share of struggles during the pandemic, but our team’s adaptability and dedication have allowed us to continue to create stellar work for our local and national clients. And for that, we’re extremely grateful.",Awards/Recognition/Achievement
"Cyber security is facing a talent shortage. To help bridge this gap, we partnered with Microsoft and Data Security Council of India for the Cyber Shikshaa programme - providing young women engineering graduates with 6 months of on-the-job work experience. 

Since joining us, Gayathri has delivered her own sessions on cyber security concepts and received mentoring from her Line Manager. Find out more about our Early Careers opportunities here 👉 https://lnkd.in/gfv4WF2h",Merger/Acquisition/Partnership
"As the global epidemic is raging, having just a simple reunion is ever more difficult. Hospitalized patients, our continuously struggling frontliners, healthcare workers and support teams are all in need of some company and blessings. 

We are more than grateful for the heartfelt blessings and mooncakes given by our founder of the hospital, who treats everyone here at Beacon like one big family. 🥮 

We will continue to pass on this warmth and kindness, and do our best to make every patient who comes into our Hospital to feel right at home ❤️ Rest assured that your family is well taken care of with us! Happy Mid-Autumn Festival! 🌝🙆🏻‍♀️",Product/Service Launch
"Our business thrives on mutually dynamic relationships with the communities in which we operate. That’s why we are committed to Corporate Responsibility (CR), and will continue to improve the wellbeing of those around us.

Our Corporate Responsibility (CR) efforts include:

Established procedures to help ensure compliance with all applicable statutory and regulatory requirements and with our Code of Business Conduct with respect to relations with customers, suppliers, and fellow employees.
Comply with applicable environmental standards to minimise any impact our operations may have on the environment.
Committed to supporting underprivileged groups through our “Add Hope” programme, a global initiative to end hunger, and “KFC Feeding Programme” programme, a local initiative to serve underprivileged communities in Malaysia.
Empowering special needs group by being the first western quick-service restaurant chain in the world to establish a restaurant operated fully by staff with speech or hearing impairment, with 3 such restaurants in Malaysia to date. As part of our open hiring policy, we have employed over 50 persons with such impairments.
Environmental conservation efforts include energy conservation in our restaurants and responsible wastewater treatment and disposal in our plants and facilities.",Donation/Philanthropy
"Suria KLCC has also launched ‘Safe Space’, a platform to promote engaging activities in relation to mental health. Andrew Brien, executive director of the Suria KLCC Group, underlines that Suria KLCC is the first mall in Malaysia to drive a mental health awareness campaign to such an extent.",New Expansion
"As one of the leading outdoor advertising companies in Malaysia, BigTree launched the largest digital out-of-home (OOH) display named CuBig @ KLCC Junction on May 5, 2021. Boasting a crisp and dynamic digital display, this massive screen allows viewers to see 3D and anamorphic visuals, which even appear to protrude out of the screen.",Merger/Acquisition/Partnership
"Site Visit to our East Coast projects. 

Gebeng - Fencing Works 
Kemaman - Housing Refurbishment Works 
Kertih - Pre-Migration Inspection with Tenant",LinkedIn impressions/activity
"OMG National’s all inclusive WebWorx program was created to help businesses stay connected with established customers and to attract new ones. Our clients are accomplishing this by putting our expert web developers to work, presenting your products and services in the best light, attracting new visitors and converting them into active customers.",Product/Service Launch
Our web development team at GTMA takes web security very seriously and does everything we can to make sure your website is regularly patched and free of vulnerabilities. Take a look at our recent blog posts for tips on keeping your #WordPress website secure.,Product/Service Launch
"Facebook is a powerful beast and OMG’s new Facebook Pro product has been strategically revamped to harness the true power behind it! OMG’s Facebook Pro leverages the billions of daily users on Facebook to locate your target customers, build meaningful engagement, and generate real results! Facebook Pro was designed to capitalize on the true power of Facebook through every angle including call to action buttons on select posts allowing viewers to message your business directly through the post, book appointments, or even call! 

Using unique content as a vehicle to boost and drive engagement is just as important as the other points mentioned above, so we include custom graphics and videos in our Facebook Pro product. At OMG, we never use templates, so each post for your business is custom – nothing is ever repeated or stale.",Product/Service Launch
"Introducing the All-New OMG Local Rank Grid! 
Discover where your business ranks in local searches 
Learn how you compare to local competition 
Determine geographic coverage of Google presence 
Expand visibility of your Google My Business listing 
Track your progress as your rank is optimized",Product/Service Launch
"🎉We're so excited to announce we've raised $15M in Series B funding, led by Sands Capital 🎉

For years, we've built a home for creators and brands to collaborate.

Along this journey we’ve:

- Helped brands realize the full potential of creator partnerships
- Powered thousands of creator campaigns with some of the world's biggest brands
- Paid out millions to creators each year

But, we couldn’t have made it this far without our team. 75 curious, smart, and passionate individuals make up #paid. They are the soul of our company—working tirelessly to bring #paid's vision for creators and brands to life. 

This funding will help create more opportunities for creators and brands to collaborate, increasing creator income and accelerated growth for brands.",Fund Raise/Investment
Grateful to accept the Bronze Award for the Facebook Mobile Marketing category at the Canadian Marketing Association Awards 2020! Another big win for the whole #paid team! #️⃣ 🏆 📈,Awards/Recognition/Achievement
"We’re so happy to have worked with Stand Up America on their new rebrand and website. 

Demanding the democracy we deserve",Merger/Acquisition/Partnership
"We won 3 @C_and_E 
#ReedAwards for our work in 2020! 

E-mail symbol Best Email Acquisition Program 
Direct hit Best Use of Online Targeting for a Primary Campaign 
Sparkles Best Political Firm Branding 

So proud of our team & grateful to our clients.",Awards/Recognition/Achievement
"After the DCCC blacklisted firms for working with progressive candidates, we came together and built a campaign ecosystem for progressives that grew stronger tenfold.

We’re proud to work alongside Left Rising as a partner in fundraising and challenging the status quo. Raised fistMoney with wingsPublic address loudspeaker",Merger/Acquisition/Partnership
"The Angel Awards, hosted by AAF District 4 celebrate the best in Public Service advertising. We’re so excited to announce that Brunet-Garcia received 11 total Angel Awards this year, including our 3rd consecutive Best of Show. See the winning work here: https://bit.ly/3aS9ZSZ",Awards/Recognition/Achievement
"Have you heard of the iOS14.3 Update? Where iPhone users can Opt-out of being tracked by certain apps like Facebook? 

Facebook is already alerting business users on its platform that new privacy features in iOS14.3 could “significantly impact” their marketing and advertising efforts. 

THE BAD NEWS: 
This means advertisers on ad platforms like Facebook, Google, Youtube, and more will have less data for interest targeting, retargeting, conversion tracking, etc. 

THE GOOD NEWS: 
Marketers can still adapt and combat these updates by doing the following. 1 - Keep people on the platform 
2 - Get them on your list 
3 - Use a Data-Driven approach",Interview/Podcast
"Adzooma is a game changer 🔥 This marketing tool has helped us create, optimize and track the performance of Google, Facebook, and Microsoft for our clients' advertising campaigns. 

Adzooma is the best platform if you are looking to: 
🔹Scale-up quickly, safely and cost-effectively 
🔹Deliver more value and gain a competitive edge 
🔹Achieve the best results in the least time",Product/Service Launch
"I created this video for Strategic Factory based on one of our machines I'm absolutely obsessed with- the Konica Minolta Business Solutions U.S.A., Inc. KM-1. It looks like a spaceship, prints at an incredible resolution, and can do variable data printing *per piece.* Seriously, it's amazing.",LinkedIn impressions/activity
"We've got some exciting news—A|A Signs has joined the Strategic Factory family! We aren't new to the signage industry, but now we can offer even more. We'll now have a stronger team, a broader geographic presence, and a larger portfolio of products and services. We're proud of our continued growth in the industry and are looking forward to future opportunities.",Merger/Acquisition/Partnership
Fusionex has been helping provide food assistance to vulnerable families (including children and infants) in Sarawak who are suffering from food insecurity and malnutrition due to the pandemic.,Donation/Philanthropy
Image,LinkedIn impressions/activity
"Our people are the reason behind our shared success—that’s why we’re honored to announce the promotion of 1,030 managing directors and appointment of 143 senior managing directors. Congratulations to all; your leadership inside Accenture and out helps drive a more sustainable future for our communities, clients and people.",Joining/Promotion/Experience
"Finally last week in an Asian port we have begun a structured vaccination program for seafarers, regardless of nationality or vessel flag. 

Seafarers who wish to volunteer for vaccinations can now do so at the Port of Tanjung Pelepas in Malaysia, with crew members of Maersk Atlantic being the first recipients on the 21st. 

This is only a first step for the region, and for Malaysia, with more needed to reach the huge numbers of vessels sailing outside of Europe and US focused trade lanes. 

I am extremely grateful to Marco Neelsen, the Malaysian authorities and all at Port of Tanjung Pelepas for supporting our critical, and often neglected, colleagues at sea.",Product/Service Launch
Image,Product/Service Launch
"Re-establish customer trust 
One in three Australians reported that their trust in banks had fallen from 2019 to 2020, compared to only 13 per cent in the US. 

To turn this around, banks should make the financial wellbeing of the customer their primary focus. They need to simplify managing money and educate customers to make the right decisions for themselves. The mantra for the future should be, “Don’t do anything unless it improves the customer experience.” 

As per Accenture’s Global Banking Consumer Study 2020, including a sample of 2,000+ Australian consumers, almost 50% customers said that banks provided them with the support they needed. Banks now need to build on this trust and confidence and continue to assist beyond the crisis.",LinkedIn impressions/activity
Image,LinkedIn impressions/activity
"We proudly ranked #36 on this year's 2021 Greater Rochester Chamber of Commerce Top 100 List and have been honored for 14 consecutive years! We are so grateful for our employee-owners, clients, and partners for their unmatched support in securing this achievement.",Awards/Recognition/Achievement
"Have you caught the buzz? Butler/Till is growing–again! We continue to celebrate our acquisition of Digital Hyve. Thank you to the many publications who have shared our exciting news. Your journalism has helped highlight and push our mission of women-ownership, employee-ownership, and being a B Corporation to do business for good, which makes us super grateful!",Merger/Acquisition/Partnership
"We are proud to join our industry colleagues in the fight for justice and equality. On August 1, we will be participating in a virtual 5K to raise funds for Color of Change, the nation’s largest online racial justice organization, leading campaigns that build real power for Black communities. Join us in solidarity.",Event/Seminar
"#PalisadesMedia was proud to take part in this Congress! The 4A's gathered the best minds in DEI+B for a 4-day event of work and investment to bring forth actionable ideas and goals to create a more diverse and equitable industry. What resulted from this congress were priorities, actions and measurements that the 4As will be gathering and turning into a manifesto for the industry.",Merger/Acquisition/Partnership
"To support the launch of Netflix’s limited series When They See Us, Palisades MediaGroup worked with The Atlantic on a custom editorial titled “Coerced.” This educational and thought-provoking piece encourages readers to watch the show and take action to help stop these racial injustices from occurring.

Through 4 chapters, the piece lays out the facts of the night, the tactics used to make the boys confess to crimes they didn’t commit, how these racial injustices are still happening and how people are taking action to break the cycle.

AdWeek featured the editorial by calling it a “powerful educational tool.” You can check out the AdWeek article by clicking here and the Atlantic’s amazing editorial by clicking here.",Merger/Acquisition/Partnership
Image,Merger/Acquisition/Partnership
"Another one we're all super stoked about. Our Design Study done with Naboso Technology, Inc won a gold Davey Award this year for both Corporate and Brand Identity. 

From the moment we started working with Dr. Emily Splichal and team, we set our sights on launching a rebrand for Naboso that would position the brand and its array of sensory products in a unique way. 

It's been an incredible journey, and we can't wait to see what's next for Naboso!",Awards/Recognition/Achievement
"I launched a new personal website last night. Simple site with links to writing and coding, plus a little WebGL interactive home page that was a lot of fun to build. 

Would love to know your thoughts. 

Full code on GitHub (nextjs, react-three-fiber).",LinkedIn impressions/activity
"We are proud to be partnering with K Health as we help them launch their first multichannel media campaign. K Health is looking to transform healthcare by making it more accessible, affordable and a better experience.",Merger/Acquisition/Partnership
"Our data cloud and automated analytics platform allows clients 24/7 access to detailed performance metrics, viewership information and trends. Our on-demand dashboards and APIs help inform and improve media buys, optimizations, and future recommendations.",Product/Service Launch
"Our client Care.com was able to meet the moment with this great example of how producing relevant content in a timely fashion can positively impact a business. Using a home video format showcasing numerous families, the creative is instantly relatable and accurately reflects the new reality facing many American families. The challenges represented in the commercial are offset with an obvious solution: visit Care.com for the help you need. Great work to the team at Care.com!",Merger/Acquisition/Partnership
"""Friendship"" 

I received a text yesterday (5.09 pm) from a friend in Johor, who desperately asked for help because he could not breathe. I immediately called him - he was distressed, gasping for air and incessantly apologizing for his shortcomings while thanking me for the friendship. For the next 20 mins, vocally distraught, his wife was desperately trying to get him to hospital. Somehow I managed to get him to focus on my voice and introduce a basic breathing technique to calm him down. I had no idea what was happening. It was just chaotic. Heart attack? Covid? Anxiety attack? OMG. 

Throughout that period, I was seated on the edge of my sofa. I was just staring at the carpet right under my feet - not pacing up and down my study room as I normally would when dealing with a crisis. I was just focused on trying to ensure that he survives. The entire experience was extremely intense and stressful for all. 😳 

Fortunately, he did make it to the hospital at the end of the 20-minute call. 

At 5.29 pm, I jumped on to my next call not realizing the emotional impact that such an event can have on oneself. It took me a few minutes to compose myself before we could start the call. During the later part of the evening, I had so many questions like why did he call me? Why not a doctor friend? What if he had not made it while on the phone with me? What was he thinking? A very emotional evening for me indeed. 

I guess sometimes, you underestimate the value of your friendship to others - another lesson I just learnt as part of my journey of life.",LinkedIn impressions/activity
"KLCCP Stapled Group’s Annual Report once again seized the Bronze Award at The Australasian Reporting Awards 2021 held at Sheraton Grand Hyde Park, Sydney on 30 August 2021. This achievement marked three consecutive years of Bronze Award wins for KLCCP Stapled Group, the first being in 2017. The win was even more meaningful as it is our inaugural integrated annual report clinching the Bronze Award at the global scene. 

With the theme of “The Place – Spaces Inspired for The People,” this recognition reflects continuous commitment and synergistic collaboration across the business units in upholding the high-quality standard of reporting while enhancing transparent communication within the team. 

Embracing the spirit of “Results Matter”, this win exemplifies our dedication in delivering a compelling story and comprehensive disclosures while demonstrating accountability and our commitment to our stakeholders. ARA Awards 2021 is an annual event organised by the Australasian Reporting Awards Limited, an independent not-for-profit organisation run by volunteer professionals from the business, government and not-for-profit sectors, with the support of organisations concerned with the quality of financial and business reporting. 

The ARA Awards recognises reports that provide balance and reasonable picture of their economic, environmental, and social performance; facilitate comparability, benchmarking, and assessment of performance; and address issues of concern to the organisation’s stakeholders. The Awards allow all organisations to benchmark against the ARA Awards criteria based on world’s best practices covering New Zealand, Australia and the Asia Pacific region. Other winning organisations in the ARA Awards 2021 included PETRONAS Chemicals Group Berhad, PETRONAS Dagangan Berhad, Axiata Group Berhad. Tenaga Nasional Berhad and Telekom Malaysia Berhad.",Awards/Recognition/Achievement
Images,Product/Service Launch
"To become a person of success, seek to become a person of value. In fact, until you become valuable, you can never become successful. The more valuable you become, the more successful you become.",LinkedIn impressions/activity
Today we honor the memory of all transgender and gender-diverse lives lost due to anti-transgender violence and transphobia. This #TDOR—and every day—we stand with the trans+ community and are committed to advancing equality for all.,Product/Service Launch
"Thank you AWS for inviting me to present in the AWS 2021 APJC Tech Summit. Upon reflection, Public Cloud really has come a long way from a taboo word 5 years back, to one of the ""must haves"" in any organisation today! #cloud #dataandanalytics #agiledevelopment",Interview/Podcast
"Our dedicated team is armed with technology that’s sophisticated to make sure people see your business first. Our technical SEO agency’s development personnel are relentless in their pursuit of replicating how search engines interact with your site. 

RaddBOT is our web crawler that enables our SEO analyst teams to look at your site through the eyes of a search engine. Utilizing this technology, we are able to gain a competitive advantage by looking at factors such as internal link distribution checks, algorithm parameter value estimates, and more.",Product/Service Launch
Image,LinkedIn impressions/activity
"Food is a basic human right and this holiday season Mediasmith is making donations to the Alameda County Community Food Bank, Food Bank of Contra Costa and Solano, and GLIDEsf Free Meals Program. Please consider offering your support, and we wish you a happy & safe Thanksgiving holiday!",Donation/Philanthropy
We are very proud to have been named the US media AOR for @PetSmart! PetSmart is the largest specialty pet retailer of services and solutions for the lifetime needs of pets and we couldn’t be happier to work with them!,Awards/Recognition/Achievement
"Mediasmith Stands with AAPI Community 
In recent months, there has been a surge in racially motivated, violent attacks against the Asian American and Pacific Islander community. Mediasmith headquarters is only a few blocks from the Oakland, CA Chinatown district, and some of our AAPI team members now feel threatened in their own neighborhoods. We condemn these racist acts of hate, and are today making donations to the East Bay Asian Youth Center (EBAYC) and the OAKLAND CHINATOWN CHAMBER FOUNDATION. We have also created a fund to match employee donations to these or similar organizations. Racially motivated attacks of any kind are reprehensible and cowardly and must stop.",Donation/Philanthropy
"Search Optics is excited to become a digital media partner for the Bosch Car Service Network. Search Optics will be working with Bosch and its national network of auto service dealers to provide digital marketing solutions. Bosch will benefit from Search Optics’ full suite of services to drive business to their doors, including integrated websites and multi-channel digital advertising.",Merger/Acquisition/Partnership
We launched OH Adaptive to provide clients with 1:1 strategic marketing services that both attracts and retains loyal customers. Join us in welcoming OH Adaptive to our family. Learn more: ohadaptive.com,Product/Service Launch
"OH Partners is proud to make the Inc. 5000 list again in 2021. With a 47% growth rate, we’re honored to be one of the fastest growing private companies in America!",Awards/Recognition/Achievement
